key;rule;severity;component;project;line;status;message;effort;creationDate;updateDate;type
AXpE4dTYa0Lx9_s-aSyt;csharpsquid:S4830;CRITICAL;cheques.ms-echeq-operaciones:spv.echeck.operations.api/Clients/HttpClientServiceExtension.cs;cheques.ms-echeq-operaciones;39;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:35-0300;2021-06-25T17:34:35-0300;VULNERABILITY
AXpE4dTYa0Lx9_s-aSyu;csharpsquid:S4830;CRITICAL;cheques.ms-echeq-operaciones:spv.echeck.operations.api/Clients/HttpClientServiceExtension.cs;cheques.ms-echeq-operaciones;60;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:35-0300;2021-06-25T17:34:35-0300;VULNERABILITY
AXpE4dTYa0Lx9_s-aSyv;csharpsquid:S4830;CRITICAL;cheques.ms-echeq-operaciones:spv.echeck.operations.api/Clients/HttpClientServiceExtension.cs;cheques.ms-echeq-operaciones;79;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:35-0300;2021-06-25T17:34:35-0300;VULNERABILITY
AXpE4cfFa0Lx9_s-aRIe;csharpsquid:S4830;CRITICAL;cheques.api-echeq-notificaciones-coelsa:Spv.Echeck.Notifications.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-notificaciones-coelsa;80;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:25-0300;2021-06-25T17:34:25-0300;VULNERABILITY
AXpE4cfFa0Lx9_s-aRIh;csharpsquid:S4830;CRITICAL;cheques.api-echeq-notificaciones-coelsa:Spv.Echeck.Notifications.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-notificaciones-coelsa;105;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:25-0300;2021-06-25T17:34:25-0300;VULNERABILITY
AXpE4WWFa0Lx9_s-aQMz;csharpsquid:S4830;CRITICAL;cheques.api-echeq-anulaciones:Spv.Echeck.Annulations.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-anulaciones;39;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:10-0300;2021-06-25T17:34:10-0300;VULNERABILITY
AXpE4WWFa0Lx9_s-aQM0;csharpsquid:S4830;CRITICAL;cheques.api-echeq-anulaciones:Spv.Echeck.Annulations.Api/Clients/HttpClientServiceExtension.cs;cheques.api-echeq-anulaciones;60;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:34:10-0300;2021-06-25T17:34:10-0300;VULNERABILITY
AXpEw8Hna0Lx9_s-Z_5J;csharpsquid:S4423;CRITICAL;cheques.bff-backoffice-echeq:Spv.Echeck.Backoffice.Api/Clients/HttpClientServiceExtension.cs;cheques.bff-backoffice-echeq;23;OPEN;Change this code to use a stronger protocol.;2min;2021-06-25T17:01:47-0300;2021-09-01T14:23:24-0300;VULNERABILITY
AXpEw8Hna0Lx9_s-Z_5K;csharpsquid:S4423;CRITICAL;cheques.bff-backoffice-echeq:Spv.Echeck.Backoffice.Api/Clients/HttpClientServiceExtension.cs;cheques.bff-backoffice-echeq;23;OPEN;Change this code to use a stronger protocol.;2min;2021-06-25T17:01:47-0300;2021-09-01T14:23:24-0300;VULNERABILITY
AXpEw8Hna0Lx9_s-Z_5L;csharpsquid:S4830;CRITICAL;cheques.bff-backoffice-echeq:Spv.Echeck.Backoffice.Api/Clients/HttpClientServiceExtension.cs;cheques.bff-backoffice-echeq;39;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:01:47-0300;2021-06-25T17:01:47-0300;VULNERABILITY
AXpEw8Hna0Lx9_s-Z_5M;csharpsquid:S4830;CRITICAL;cheques.bff-backoffice-echeq:Spv.Echeck.Backoffice.Api/Clients/HttpClientServiceExtension.cs;cheques.bff-backoffice-echeq;60;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T17:01:47-0300;2021-06-25T17:01:47-0300;VULNERABILITY
AXpEt3y0a0Lx9_s-Z21L;csharpsquid:S4830;CRITICAL;cheques.job-cheques-custodia-automatica:spv.echeck.automatic.custody.Api/Clients/HttpClientServiceExtension.cs;cheques.job-cheques-custodia-automatica;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T16:48:21-0300;2021-06-25T16:48:21-0300;VULNERABILITY
AXpEt3y0a0Lx9_s-Z21M;csharpsquid:S4830;CRITICAL;cheques.job-cheques-custodia-automatica:spv.echeck.automatic.custody.Api/Clients/HttpClientServiceExtension.cs;cheques.job-cheques-custodia-automatica;56;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T16:48:21-0300;2021-06-25T16:48:21-0300;VULNERABILITY
AXpEt3y0a0Lx9_s-Z21N;csharpsquid:S4830;CRITICAL;cheques.job-cheques-custodia-automatica:spv.echeck.automatic.custody.Api/Clients/HttpClientServiceExtension.cs;cheques.job-cheques-custodia-automatica;74;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-25T16:48:21-0300;2021-06-25T16:48:21-0300;VULNERABILITY
AXo6Jzo7a0Lx9_s-Hiv8;java:S4830;CRITICAL;biometria-anses.bff-totem-anses:src/main/java/ar/com/totem/adapters/dto/AdapterRest.java;biometria-anses.bff-totem-anses;20;OPEN;Enable server certificate validation on this SSL/TLS connection.;5min;2021-06-23T15:34:11-0300;2021-06-23T15:34:11-0300;VULNERABILITY
AXo6Jzo7a0Lx9_s-Hiv9;java:S4830;CRITICAL;biometria-anses.bff-totem-anses:src/main/java/ar/com/totem/adapters/dto/AdapterRest.java;biometria-anses.bff-totem-anses;21;OPEN;Enable server certificate validation on this SSL/TLS connection.;5min;2021-06-23T15:34:11-0300;2021-06-23T15:34:11-0300;VULNERABILITY
AXo6J0CFa0Lx9_s-Hi1o;javasecurity:S3649;BLOCKER;biometria-anses.bff-totem-anses:src/main/java/ar/com/totem/dao/DaoFacadeImpl.java;biometria-anses.bff-totem-anses;48;OPEN;Change this code to not construct SQL queries directly from user-controlled data.;30min;2021-06-23T15:34:11-0300;2021-06-23T15:34:11-0300;VULNERABILITY
AXo1s5tKa0Lx9_s-EIwD;javascript:S5542;BLOCKER;zonas-redes.ms-sincro-redes:api/services/encryptionServiceAES128-IV.js;zonas-redes.ms-sincro-redes;14;OPEN;Use a secure mode and padding scheme.;;2021-06-22T18:49:48-0300;2021-06-22T18:49:48-0300;VULNERABILITY
AXog_Uhqa0Lx9_s-8MFY;csharpsquid:S4830;CRITICAL;pagos.ms-pagos-de-servicio-operaciones:Spv.Payments.Operations/Clients/HttpClientServiceExtension.cs;pagos.ms-pagos-de-servicio-operaciones;67;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-18T18:18:15-0300;2021-06-18T18:18:15-0300;VULNERABILITY
AXoVtu5Oa0Lx9_s-pxq0;jssecurity:S5131;BLOCKER;biometria-anses.ms-biometria-anses-verificacion-publisher:routes/api.js;biometria-anses.ms-biometria-anses-verificacion-publisher;67;OPEN;Change this code to not reflect user-controlled data.;30min;2021-06-16T13:45:32-0300;2021-06-16T13:45:32-0300;VULNERABILITY
AXoMINZAa0Lx9_s-dvyg;javasecurity:S5167;CRITICAL;tarjetas.api-tarjetas:src/main/java/ar/com/supervielle/apitarjetas/configuracion/logging/AddCorrelationAndRequestIdHeaderFilter.java;tarjetas.api-tarjetas;41;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-14T17:04:06-0300;2021-06-14T17:04:06-0300;VULNERABILITY
AXoMHqgka0Lx9_s-dWPj;javasecurity:S5167;CRITICAL;tarjetas.api-tarjetas-credito-procesadoras:src/main/java/ar/com/supervielle/apiprocesadoras/configuracion/logging/AddCorrelationAndRequestIdHeaderFilter.java;tarjetas.api-tarjetas-credito-procesadoras;42;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-14T17:01:35-0300;2021-06-14T17:01:35-0300;VULNERABILITY
AXoL7Peya0Lx9_s-cCas;javasecurity:S5167;CRITICAL;tarjetas.spv-tc-commons-auditory-client:src/main/java/ar/com/supervielle/auditory/filters/AddCorrelationAndRequestIdHeaderFilter.java;tarjetas.spv-tc-commons-auditory-client;48;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-14T16:08:25-0300;2021-06-14T16:08:25-0300;VULNERABILITY
AXoLWbTma0Lx9_s-Z9e5;csharpsquid:S4830;CRITICAL;tarjetas.ms-resumenes:Spv.Resumenes.Api/Clients/HttpClientServiceExtension.cs;tarjetas.ms-resumenes;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-14T13:27:38-0300;2021-06-14T13:27:38-0300;VULNERABILITY
AXoLWbTma0Lx9_s-Z9e6;csharpsquid:S4830;CRITICAL;tarjetas.ms-resumenes:Spv.Resumenes.Api/Clients/HttpClientServiceExtension.cs;tarjetas.ms-resumenes;52;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-14T13:27:38-0300;2021-06-14T13:27:38-0300;VULNERABILITY
AXnnAlYNa0Lx9_s-zjJT;javasecurity:S3649;BLOCKER;mesa-dinero.siavn:src/main/java/ar/com/supervielle/portalclientes/service/jdbc/JDBCServiceImpl.java;mesa-dinero.siavn;59;OPEN;Change this code to not construct SQL queries directly from user-controlled data.;30min;2021-06-07T12:01:26-0300;2021-11-11T17:59:40-0300;VULNERABILITY
AXnXgC4ma0Lx9_s-rlel;javasecurity:S5167;CRITICAL;comprobantes.api-comprobantes:src/main/java/com/supervielle/api/filter/FiltroDeManipulacionDeHeader.java;comprobantes.api-comprobantes;57;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-04T11:49:20-0300;2021-06-04T11:49:20-0300;VULNERABILITY
AXnXgC4ma0Lx9_s-rlem;javasecurity:S5167;CRITICAL;comprobantes.api-comprobantes:src/main/java/com/supervielle/api/filter/FiltroDeManipulacionDeHeader.java;comprobantes.api-comprobantes;62;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-04T11:49:20-0300;2021-06-04T11:49:20-0300;VULNERABILITY
AXnSwAkLa0Lx9_s-mkmE;csharpsquid:S4830;CRITICAL;pago-a-proveedores.ms-pap-swift:spv.pap.swift2sipap.Api/Clients/HttpClientServiceExtension.cs;pago-a-proveedores.ms-pap-swift;37;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-03T13:41:00-0300;2021-06-03T13:41:00-0300;VULNERABILITY
AXnSwAkLa0Lx9_s-mkmF;csharpsquid:S4830;CRITICAL;pago-a-proveedores.ms-pap-swift:spv.pap.swift2sipap.Api/Clients/HttpClientServiceExtension.cs;pago-a-proveedores.ms-pap-swift;56;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-03T13:41:00-0300;2021-06-03T13:41:00-0300;VULNERABILITY
AXnSbTiya0Lx9_s-mE6j;csharpsquid:S4423;CRITICAL;pago-a-proveedores.ms-pap-ejecucion:Spv.Pap.Ejecucion.Api/Clients/HttpClientServiceExtension.cs;pago-a-proveedores.ms-pap-ejecucion;22;OPEN;Change this code to use a stronger protocol.;2min;2021-06-03T12:10:12-0300;2021-09-15T12:38:42-0300;VULNERABILITY
AXnSbTiya0Lx9_s-mE6k;csharpsquid:S4423;CRITICAL;pago-a-proveedores.ms-pap-ejecucion:Spv.Pap.Ejecucion.Api/Clients/HttpClientServiceExtension.cs;pago-a-proveedores.ms-pap-ejecucion;22;OPEN;Change this code to use a stronger protocol.;2min;2021-06-03T12:10:12-0300;2021-09-15T12:38:42-0300;VULNERABILITY
AXnSbTiya0Lx9_s-mE6l;csharpsquid:S4830;CRITICAL;pago-a-proveedores.ms-pap-ejecucion:Spv.Pap.Ejecucion.Api/Clients/HttpClientServiceExtension.cs;pago-a-proveedores.ms-pap-ejecucion;61;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-06-03T12:10:12-0300;2021-06-03T12:10:12-0300;VULNERABILITY
AXnIXT2na0Lx9_s-eG8z;javasecurity:S5167;CRITICAL;active-directory.api-active-directory:src/main/java/com/supervielle/apiactivedirectory/filter/FiltroDeManipulacionDeHeader.java;active-directory.api-active-directory;62;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-01T13:16:54-0300;2021-06-01T13:16:54-0300;VULNERABILITY
AXnIXT2na0Lx9_s-eG80;javasecurity:S5167;CRITICAL;active-directory.api-active-directory:src/main/java/com/supervielle/apiactivedirectory/filter/FiltroDeManipulacionDeHeader.java;active-directory.api-active-directory;69;OPEN;Change this code to not place user-controlled data in the header.;30min;2021-06-01T13:16:54-0300;2021-06-01T13:16:54-0300;VULNERABILITY
AXuJpVBMoWipgQEOd77E;csharpsquid:S4423;CRITICAL;usuarios.bff-usuarios:Spv.Usuarios.Bff/Clients/HttpClientServiceExtension.cs;usuarios.bff-usuarios;25;OPEN;Change this code to use a stronger protocol.;2min;2021-05-26T12:45:37-0300;2021-08-27T19:05:03-0300;VULNERABILITY
AXuJpVBMoWipgQEOd77F;csharpsquid:S4423;CRITICAL;usuarios.bff-usuarios:Spv.Usuarios.Bff/Clients/HttpClientServiceExtension.cs;usuarios.bff-usuarios;25;OPEN;Change this code to use a stronger protocol.;2min;2021-05-26T12:45:37-0300;2021-08-27T19:05:03-0300;VULNERABILITY
AXuJpVBMoWipgQEOd77G;csharpsquid:S4830;CRITICAL;usuarios.bff-usuarios:Spv.Usuarios.Bff/Clients/HttpClientServiceExtension.cs;usuarios.bff-usuarios;70;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-05-26T12:45:37-0300;2021-08-27T19:05:03-0300;VULNERABILITY
AXuDIJ90oWipgQEOPzmS;csharpsquid:S4423;CRITICAL;usuarios.api-usuarios:Spv.Usuarios.Api/Clients/HttpClientServiceExtension.cs;usuarios.api-usuarios;23;OPEN;Change this code to use a stronger protocol.;2min;2021-05-26T11:46:49-0300;2021-08-26T12:42:26-0300;VULNERABILITY
AXuDIJ90oWipgQEOPzmT;csharpsquid:S4423;CRITICAL;usuarios.api-usuarios:Spv.Usuarios.Api/Clients/HttpClientServiceExtension.cs;usuarios.api-usuarios;23;OPEN;Change this code to use a stronger protocol.;2min;2021-05-26T11:46:49-0300;2021-08-26T12:42:26-0300;VULNERABILITY
AXuDIJ90oWipgQEOPzmR;csharpsquid:S4830;CRITICAL;usuarios.api-usuarios:Spv.Usuarios.Api/Clients/HttpClientServiceExtension.cs;usuarios.api-usuarios;39;OPEN;Enable server certificate validation on this SSL/TLS connection;5min;2021-05-26T11:46:49-0300;2021-08-26T12:42:26-0300;VULNERABILITY
AXuDIKHYoWipgQEOPzmY;csharpsquid:S5547;CRITICAL;usuarios.api-usuarios:Spv.Usuarios.Service/Helpers/Encryption.cs;usuarios.api-usuarios;61;OPEN;Use a strong cipher algorithm.;;2021-05-26T11:46:49-0300;2021-08-26T12:42:26-0300;VULNERABILITY
AXuDIKHzoWipgQEOPzmZ;csharpsquid:S5547;CRITICAL;usuarios.api-usuarios:Spv.Usuarios.Service/Helpers/TDesEncryption.cs;usuarios.api-usuarios;29;OPEN;Use a strong cipher algorithm.;;2021-05-26T11:46:49-0300;2021-08-26T12:42:26-0300;VULNERABILITY
AXuDIKHzoWipgQEOPzma;csharpsquid:S5547;CRITICAL;usuarios.api-usuarios:Spv.Usuarios.Service/Helpers/TDesEncryption.cs;usuarios.api-usuarios;50;OPEN;Use a strong cipher algorithm.;;2021-05-26T11:46:49-0300;2021-08-26T12:42:26-0300;VULNERABILITY
AXwstnWgFhMNhOYS4nkx;java:S4830;CRITICAL;spv-commons-maven.spv-commons-network:src/main/java/com/supervielle/assets/network/util/SSLUtils.java;spv-commons-maven.spv-commons-network;28;OPEN;Enable server certificate validation on this SSL/TLS connection.;5min;2020-12-04T14:46:51-0300;2021-09-28T11:01:57-0300;VULNERABILITY
AXwstnWgFhMNhOYS4nky;java:S4830;CRITICAL;spv-commons-maven.spv-commons-network:src/main/java/com/supervielle/assets/network/util/SSLUtils.java;spv-commons-maven.spv-commons-network;33;OPEN;Enable server certificate validation on this SSL/TLS connection.;5min;2020-12-04T14:46:51-0300;2021-09-28T11:01:57-0300;VULNERABILITY
AXwstnWgFhMNhOYS4nk0;java:S4423;CRITICAL;spv-commons-maven.spv-commons-network:src/main/java/com/supervielle/assets/network/util/SSLUtils.java;spv-commons-maven.spv-commons-network;41;OPEN;Change this code to use a stronger protocol.;2min;2020-12-04T14:46:51-0300;2021-09-28T11:01:57-0300;VULNERABILITY
